ConstituentID,DisplayName,candidats_scores_wikidata,date_naissance,Lieu_naissance,date_mort,Lieu_mort,Roles 1,Roles 2,Roles 3,Roles 4,Roles 5,Nationalite 1,Nationalite 2,Nationalite 3,Nationalite 4,Nationalite 5,Domaines_activite 1,Domaines_activite 2,Domaines_activite 3,Domaines_activite 4,Domaines_activite 5
96949,Prunetti,"{candidats : [('Q3608531', 45.6666666667), ('Q133802934', 42.2222222222), ('Q89446316', 35.5555555556), ('Q102286787', 30.5555555556), ('Q12954276', 29.4444444444)]}",,,,,,,,,,France,,,,,architecture,,,,
96953,Pucheu,"{candidats : [('Q475696', 77.7777777778), ('Q85855062', 61.6666666667), ('Q65597283', 57.2222222222), ('Q65597282', 55.5555555556), ('Q98834425', 55.5555555556), ('Q103058010', 47.7777777778), ('Q16487107', 44.4444444444), ('Q75445630', 31.6666666667), ('Q119179538', 31.6666666667), ('Q133386924', 30.5555555556), ('Q43241410', 25.5555555556), ('Q101421752', 11.6666666667)]}",,,,,,,,,,France,,,,,architecture,,,,
97836,Henri Rigault,,1864,Paris,,,,,,,,France,,,,,architecture,,,,
97838,François Victor Adolphe Riglet,,1828,,,,,,,,,France,,,,,architecture,,,,
97896,Hippolyte Lavenue,,,,,,,,,,,France,,,,,photographie,,,,
97900,Cesare Antilli,,,,,,,,,,,Italie,,,,,photographie,,,,
97915,A. N. Pavlovitch,"{candidats : [('Q5685', 77.8888888889), ('Q19983959', 68.4444444444), ('Q151886', 67.3333333333), ('Q130734', 59.0), ('Q211513', 58.5555555556), ('Q161106', 57.8888888889), ('Q371731', 57.8888888889), ('Q15193', 56.7777777778), ('Q372954', 56.7777777778), ('Q700060', 52.8888888889), ('Q1448647', 51.2222222222), ('Q113367346', 36.1111111111)]}",,,,,,,,,,Russie,,,,,photographie,,,,
96960,Edmond Prestat,,1816,Paris,1847,,,,,,,France,,,,,architecture,,,,
96982,Abel Jacques Prévot,,1877,Bordeaux,,,,,,,,France,,,,,architecture,,,,
97002,Henri Quinton,"{candidats : [('Q21465217', 64.4444444444)]}",,,,,,,,,,France,,,,,architecture,,,,
97016,Rabioule,,,,,,,,,,,France,,,,,architecture,,,,
97027,L. Rafflin,,,,,,,,,,,France,,,,,architecture,,,,
98007,Paul de saint-Olive,"{candidats : [('Q40849715', 72.7777777778)]}",,,,,,,,,,France,,,,,architecture,,,,
97073,Luigi Ranco,"{candidats : [('Q3840067', 44.3076923077)]}",1857,,1958,,,,,,,France,,,,,architecture,,,,
97108,H. Rastrelly,,,,,,,,,,,France,,,,,architecture,,,,
97231,Albert Regnault,"{candidats : [('Q26236746', 81.8181818182)]}",1840,,,,,,,,,France,,,,,architecture,,,,
97234,Regnault-Brion,,,,,,,,,,,France,,,,,architecture,,,,
97243,Reivard,,,,,,,,,,,France,,,,,architecture,,,,
97262,Simon Remoissonnet,,,,,,,,,,,France,,,,,architecture,,,,
97282,François Renaud jeune,,1847,Laives,,,,,,,,France,,,,,architecture,,,,
97286,Edouard Reposeur,,1875,Paris,,,,,,,,France,,,,,architecture,,,,
97313,Henri Pierre Renault,,1817,Rouen,1886,,,,,,,France,,,,,architecture,,,,
98023,R. Salles,"{candidats : [('Q22113364', 48.4444444444), ('Q999260', 42.7777777778), ('Q102165926', 38.8888888889), ('Q30004238', 32.7777777778), ('Q19675', 26.6666666667), ('Q47087686', 25.0), ('Q124477835', 18.3333333333)]}",,,,,,,,,,France,,,,,architecture,,,,
98042,Léon de Sanges,"{candidats : [('Q85854019', 77.7777777778), ('Q302', 51.0), ('Q44144', 48.8888888889), ('Q446077', 46.6666666667), ('Q5253626', 44.2222222222), ('Q6524913', 44.2222222222), ('Q1618928', 43.6666666667), ('Q243122', 41.4444444444), ('Q358410', 41.1111111111), ('Q90091', 41.0), ('Q115260', 41.0), ('Q440272', 40.8888888889), ('Q1497852', 40.8888888889), ('Q3547095', 40.4444444444), ('Q62342', 39.8888888889), ('Q19364967', 39.7777777778), ('Q6376950', 39.0), ('Q13471000', 38.5555555556), ('Q107183890', 38.0), ('Q5676232', 37.3333333333), ('Q1156342', 37.2222222222), ('Q3549860', 37.1111111111), ('Q2636976', 36.4444444444), ('Q171463', 36.3333333333), ('Q240233', 35.8888888889)]}",,,,,,,,,,France,,,,,architecture,,,,
98185,Frédéric Jean Schmidt,,1862,Saint-Lubin-des-Joncherets,,,,,,,,France,,,,,architecture,,,,
98191,Schoffit,"{candidats : [('Q97693913', 57.7777777778), ('Q119873443', 35.5555555556)]}",,,,,,,,,,France,,,,,architecture,,,,
98207,Schwartz,"{candidats : [('Q4521648', 90.6666666667), ('Q212081', 90.4444444444), ('Q322029', 83.7777777778), ('Q1391060', 75.5555555556), ('Q189741', 74.8888888889), ('Q6176029', 74.2222222222), ('Q1670174', 70.4444444444), ('Q51291438', 68.6666666667), ('Q4886423', 68.2222222222), ('Q5836712', 68.2222222222), ('Q446574', 66.4444444444), ('Q5360310', 66.2222222222), ('Q728217', 65.3333333333), ('Q3809876', 65.3333333333), ('Q268111', 62.2222222222), ('Q21264411', 62.2222222222), ('Q1366574', 62.1111111111), ('Q92951', 61.3333333333), ('Q13019', 59.4444444444), ('Q56373580', 59.4444444444), ('Q56810690', 56.4444444444), ('Q4521663', 55.5555555556), ('Q9334501', 55.5555555556), ('Q28469431', 55.5555555556), ('Q64737218', 55.5555555556)]}",,,,,,,,,,France,,,,,architecture,,,,
98219,Sébier,,,,,,,,,,,France,,,,,architecture,,,,
98232,Louis Senault,"{candidats : [('Q3263107', 77.7777777778)]}",,,,,,,,,,France,,,,,architecture,,,,
97412,Eugène Robert,"{candidats : [('Q3261858', 77.7777777778), ('Q106240232', 77.7777777778), ('Q379773', 68.8888888889), ('Q3436103', 66.1111111111), ('Q1373171', 65.8888888889), ('Q18061017', 64.4444444444), ('Q124219437', 64.4444444444), ('Q17183673', 63.1111111111), ('Q181687', 62.6666666667), ('Q3060143', 62.2222222222), ('Q112259753', 62.2222222222), ('Q113778854', 60.5555555556), ('Q2401407', 60.0), ('Q3436609', 59.4444444444), ('Q79417852', 59.4444444444), ('Q12800262', 58.3333333333), ('Q3435830', 57.2222222222), ('Q72603817', 56.7777777778), ('Q127707', 56.4444444444), ('Q1695243', 56.4444444444), ('Q4934212', 56.4444444444), ('Q12800263', 55.5555555556), ('Q102159147', 55.5555555556), ('Q961003', 54.7777777778), ('Q7344118', 54.7777777778)]}",,,,,,,,,,France,,,,,architecture,,,,
97477,Jacques A. Riche,"{candidats : [('Q35832086', 73.8888888889)]}",,,,,,,,,,France,,,,,architecture,,,,
97535,A. de Rochemonteix,"{candidats : [('Q62565944', 69.4444444444), ('Q3302431', 67.2222222222), ('Q23585259', 55.5555555556), ('Q63244554', 48.3333333333), ('Q97065014', 47.2222222222)]}",,,,,,,,,,France,,,,,architecture,,,,
97536,Roidet,,,,,,,,,,,France,,,,,architecture,,,,
97544,Maxime Roisin,,1871,Marseille,,,,,,,,France,,,,,architecture,,,,
98255,Paul Séjourné,"{candidats : [('Q505129', 93.6470588235), ('Q110126608', 29.4117647059), ('Q117767277', 23.8235294118)]}",1851,Orléans,1939,Paris,,,,,,France,,,,,architecture,,,,
98266,Emmanuel Sélonnier,,,,,,,,,,,France,,,,,architecture,,,,
98301,Martial Julien Signeux,,1831,Domfront,,,,,,,,France,,,,,architecture,,,,
98308,Armand Silvestre,"{candidats : [('Q2058470', 69.2307692308)]}",1880,Paris,,,,,,,,France,,,,,architecture,,,,
98385,Alphonse Jean Nicolas Soleil,,1860,Paris,,,,,,,,France,,,,,architecture,,,,
98392,Sonnet,"{candidats : [('Q104837416', 55.0), ('Q259916', 53.8888888889), ('Q1060930', 44.4444444444)]}",,,,,,,,,,France,,,,,architecture,,,,
98517,Stupuy,"{candidats : [('Q122983483', 59.4444444444), ('Q85808013', 52.7777777778)]}",,,,,,,,,,France,,,,,architecture,,,,
98550,Talavant,"{candidats : [('Q2832471', 63.3333333333)]}",,,,,,,,,,France,,,,,architecture,,,,
97655,Roubaud,"{candidats : [('Q3588732', 88.4444444444), ('Q662242', 79.1111111111), ('Q2837264', 75.7777777778), ('Q1338178', 66.6666666667), ('Q2820876', 63.3333333333), ('Q21121229', 63.3333333333), ('Q20054488', 61.1111111111), ('Q28059182', 61.1111111111), ('Q80700977', 61.1111111111), ('Q110214040', 61.1111111111), ('Q47462891', 59.4444444444), ('Q51954673', 59.4444444444), ('Q99461137', 59.4444444444), ('Q108617857', 59.4444444444), ('Q51954658', 57.7777777778), ('Q2069144', 56.1111111111), ('Q21091412', 56.1111111111), ('Q102289700', 55.5555555556), ('Q102289733', 55.5555555556), ('Q1685028', 54.4444444444), ('Q65601081', 52.2222222222), ('Q99346680', 52.2222222222), ('Q2398877', 50.0), ('Q20829330', 50.0), ('Q23540444', 50.0)]}",,,,,,,,,,France,,,,,architecture,,,,
97745,Eugène Roussel,"{candidats : [('Q59258426', 77.7777777778), ('Q28776928', 66.6666666667), ('Q99770550', 66.6666666667), ('Q93296534', 64.4444444444), ('Q56424530', 63.3333333333), ('Q60332451', 51.1111111111)]}",,,,,,,,,,France,,,,,architecture,,,,
97746,Lucien Roussel,"{candidats : [('Q3265702', 73.8888888889)]}",,,,,,,,,,France,,,,,architecture,,,,
97759,Auguste Roy,"{candidats : [('Q27095594', 56.6153846154), ('Q2871488', 55.7692307692), ('Q108830130', 51.4615384615), ('Q29052603', 49.2307692308), ('Q118111560', 49.2307692308), ('Q3386886', 49.0), ('Q18001733', 41.5384615385), ('Q124787245', 36.1538461538), ('Q96317568', 34.7692307692), ('Q64742381', 18.4615384615), ('Q110177698', 18.0769230769)]}",1873,Paris,,,,,,,,France,,,,,architecture,,,,
97769,J. Roy,"{candidats : [('Q114258101', 68.2222222222), ('Q378053', 58.7777777778), ('Q10364757', 57.6666666667), ('Q471260', 55.8888888889), ('Q3018133', 55.5555555556), ('Q21607497', 55.5555555556), ('Q56808896', 55.5555555556), ('Q72660595', 55.5555555556), ('Q104286892', 55.5555555556), ('Q1704128', 53.2222222222), ('Q357502', 52.7777777778), ('Q64188', 50.4444444444), ('Q11243469', 48.3333333333), ('Q21524771', 48.2222222222), ('Q323488', 47.1111111111), ('Q3156832', 47.0), ('Q47125402', 46.1111111111), ('Q60533378', 46.1111111111), ('Q94386526', 46.1111111111), ('Q51788794', 44.2222222222), ('Q2170852', 42.5555555556), ('Q62780106', 42.5555555556), ('Q1365563', 40.8888888889), ('Q1676390', 40.8888888889), ('Q6106999', 40.8888888889)]}",,,,,,,,,,France,,,,,architecture,,,,
97793,Emile Sagot,"{candidats : [('Q8078315', 60.0), ('Q56660210', 33.3333333333)]}",1805,Dijon,1860,,,,,,,France,,,,,architecture,,,,
97796,Ch. Saguet,,,,,,,,,,,France,,,,,architecture,,,,
97846,Rimbault,"{candidats : [('Q131462721', 66.6666666667), ('Q86617778', 64.4444444444), ('Q53835558', 61.1111111111), ('Q3159878', 59.4444444444), ('Q2565796', 58.0), ('Q15978373', 57.7777777778), ('Q98249758', 57.7777777778), ('Q65598216', 56.6666666667), ('Q113343973', 54.6666666667), ('Q65598215', 53.8888888889), ('Q46998078', 51.5555555556), ('Q12789719', 48.2222222222), ('Q110134050', 44.4444444444), ('Q92219539', 42.2222222222), ('Q110223203', 42.2222222222), ('Q111085869', 42.2222222222), ('Q16658295', 42.1111111111), ('Q10319921', 40.5555555556), ('Q95000054', 38.8888888889), ('Q55622938', 37.2222222222), ('Q113344338', 37.2222222222), ('Q86859676', 34.4444444444)]}",,,,,,,,,,France,,,,,architecture,,,,
97861,Ripps,"{candidats : [('Q1582050', 46.5555555556), ('Q112464959', 45.1111111111), ('Q105670055', 42.7777777778), ('Q112423609', 41.8888888889), ('Q7760854', 39.4444444444), ('Q6384948', 39.2222222222), ('Q112522840', 38.4444444444), ('Q4758391', 37.5555555556), ('Q1577807', 36.0), ('Q13104507', 34.5555555556), ('Q7384914', 34.4444444444), ('Q25857939', 34.4444444444), ('Q37373694', 34.4444444444), ('Q100915065', 34.4444444444), ('Q16212622', 33.1111111111), ('Q79435738', 32.7777777778), ('Q121364864', 32.7777777778), ('Q23020132', 31.6666666667), ('Q95793090', 31.6666666667), ('Q100915064', 31.6666666667), ('Q113339520', 31.6666666667), ('Q22110430', 31.1111111111), ('Q89252914', 29.4444444444), ('Q95670852', 29.4444444444), ('Q102369786', 29.4444444444)]}",,,,,,,,,,France,,,,,architecture,,,,
97870,Saint-Aignan-Boucher,,,,,,,,,,,France,,,,,architecture,,,,
97921,abbé Rolin,,,,,,,,,,,France,,,,,photographie,,,,
97927,B. L.,"{candidats : [('Q817600', 61.1428571429), ('Q46352909', 54.8571428571), ('Q3286276', 54.0), ('Q58338547', 53.4285714286), ('Q39068472', 49.1428571429), ('Q4895580', 48.8571428571), ('Q3259614', 43.8571428571), ('Q2896413', 43.0), ('Q3524875', 42.8571428571), ('Q4834095', 42.8571428571), ('Q109410859', 42.8571428571), ('Q18421903', 40.1428571429), ('Q862402', 39.8571428571), ('Q36516470', 39.2857142857), ('Q68071940', 39.2857142857), ('Q121818070', 39.2857142857), ('Q55639305', 37.2857142857), ('Q822560', 36.4285714286), ('Q82159242', 36.0), ('Q4888982', 35.7142857143), ('Q34958934', 35.7142857143), ('Q36517281', 35.7142857143), ('Q41739760', 35.7142857143), ('Q63117946', 35.7142857143), ('Q67162126', 35.7142857143)]}",,,,,,,,,,,,,,,photographie,,,,
97962,Lady Hutton,"{candidats : [('Q10552994', 55.5555555556), ('Q76151849', 55.5555555556), ('Q75280895', 26.6666666667), ('Q104039091', 12.7777777778), ('Q104033524', 6.11111111111)]}",,,,,,,,,,Royaume-Uni,,,,,photographie,,,,
97967,Ahmad Ali Khan,"{candidats : [('Q4695263', 71.4285714286), ('Q60576823', 71.4285714286), ('Q60774277', 71.4285714286), ('Q124005372', 71.4285714286), ('Q46798', 59.2857142857), ('Q47089212', 57.1428571429), ('Q4695262', 55.7142857143), ('Q47397653', 55.7142857143), ('Q94646778', 55.7142857143), ('Q107463618', 52.8571428571), ('Q62767933', 48.5714285714), ('Q55888825', 44.2857142857), ('Q107271412', 30.7142857143)]}",,,,,,,,,,,,,,,photographie,,,,
97970,Ali Sami,"{candidats : [('Q16378881', 76.8888888889), ('Q109854562', 74.6666666667), ('Q496959', 68.8888888889), ('Q5944281', 65.7777777778), ('Q1580212', 62.7777777778), ('Q97233397', 62.7777777778), ('Q133796297', 56.8888888889), ('Q35262734', 55.5555555556), ('Q59681124', 55.5555555556), ('Q44710085', 52.3333333333), ('Q4724897', 52.2222222222), ('Q114515180', 52.2222222222), ('Q118279084', 52.2222222222), ('Q108865084', 50.6666666667), ('Q2836337', 50.0), ('Q133588342', 49.4444444444), ('Q28355926', 47.3333333333), ('Q64847745', 47.3333333333), ('Q28787056', 47.0), ('Q23926447', 46.7777777778), ('Q20110457', 45.7777777778), ('Q4134043', 42.7777777778), ('Q86815612', 42.2222222222), ('Q94574041', 40.5555555556), ('Q90204588', 38.8888888889)]}",,,,,,,,,,Turquie,,,,,photographie,,,,
97983,Xavier Saint-Guily,,1833,,1905,,,,,,,France,,,,,architecture,,,,
98008,Charles-Félix Saint-Père,"{candidats : [('Q97059013', 86.6666666667)]}",1804,Dijon,1895,,,,,,,France,,,,,architecture,,,,
98021,Sallemand,,,,,,,,,,,France,,,,,architecture,,,,
98063,Santit,"{candidats : [('Q110552481', 60.0), ('Q2259207', 58.0), ('Q3947456', 51.1111111111), ('Q3472983', 43.1111111111), ('Q56648533', 41.6666666667), ('Q107507328', 36.6666666667), ('Q7420454', 31.6666666667), ('Q127414575', 28.8888888889), ('Q88478428', 27.7777777778), ('Q115793482', 24.4444444444)]}",,,,,,,,,,France,,,,,architecture,,,,
98133,Ernest Claude Sauvageot,,1858,Paris,,,,,,,,France,,,,,architecture,,,,
98627,Alexandre Tessier,"{candidats : [('Q3130326', 69.4444444444), ('Q55653380', 63.3333333333), ('Q132944090', 55.5555555556), ('Q133638188', 55.5555555556), ('Q131262972', 35.5555555556)]}",,,,,,,,,,France,,,,,architecture,,,,
98692,Jean-Thomas Thibault,"{candidats : [('Q3170050', 100.0), ('Q314562', 74.0), ('Q1303301', 71.7777777778), ('Q64022202', 69.4444444444), ('Q1359610', 66.6666666667), ('Q2604850', 66.6666666667), ('Q47462188', 66.6666666667), ('Q5626027', 66.4444444444), ('Q2420579', 62.7777777778), ('Q3524053', 62.7777777778), ('Q24803035', 62.7777777778), ('Q30342506', 62.7777777778), ('Q404432', 61.1111111111), ('Q1369779', 61.1111111111), ('Q3524016', 61.1111111111), ('Q3524042', 61.1111111111), ('Q3587697', 61.1111111111), ('Q20898442', 61.1111111111), ('Q21512116', 61.1111111111), ('Q84572552', 61.1111111111), ('Q42443', 59.4444444444), ('Q822730', 59.4444444444), ('Q3524012', 59.4444444444), ('Q3524027', 59.4444444444), ('Q3524030', 59.4444444444)]}",,,,,,,,,,France,,,,,architecture,,,,
98699,Édouard Thiérot,"{candidats : [('Q66086047', 81.8181818182)]}",1823,,,,,,,,,France,,,,,architecture,,,,
98725,Thiessard père,"{candidats : [('Q16354868', 48.3333333333)]}",,,,,,,,,,France,,,,,architecture,,,,
98767,L. Thoumy,,,,,,,,,,,France,,,,,architecture,,,,
98769,Thourel,"{candidats : [('Q56743648', 63.3333333333), ('Q8317174', 61.1111111111), ('Q20871189', 50.0), ('Q118057809', 38.8888888889)]}",,,,,,,,,,France,,,,,architecture,,,,
98802,Alphonse Tirant,,,,,,,,,,,France,,,,,architecture,,,,
98837,J. Touchard,"{candidats : [('Q21558218', 65.0), ('Q90683155', 55.5555555556)]}",,,,,,,,,,France,,,,,architecture,,,,
98884,Eugène Touret,,1855,,1926,,,,,,,France,,,,,architecture,,,,
98886,Charles Saint-Elme Tourin,,1801,Paris,,,,,,,,France,,,,,architecture,,,,
98926,Prosper Trébuchet,,,,,,,,,,,France,,,,,architecture,,,,
98945,Charles Jean Triger,,1800,Paris,1872,Paris,,,,,,France,,,,,architecture,,,,
98970,Francisque Trouillieur,,,,,,,,,,,France,,,,,architecture,,,,
99035,Aristide Van Iseghem,"{candidats : [('Q121888578', 73.3333333333)]}",1838,Nantes,1887,,,,,,,France,,,,,architecture,,,,
99048,Ferdinand Schmutzer,"{candidats : [('Q370800', 78.9473684211), ('Q112817102', 36.8421052632)]}",1870,Vienne,1928,Vienne,,,,,,Autriche,,,,,peinture,photographie,,,
99060,Pierre Van Vugt,,,,,,,,,,,France,,,,,architecture,,,,
98163,Julius Scheer,"{candidats : [('Q55846267', 65.7777777778)]}",,,,,,,,,,France,,,,,architecture,,,,
98170,Henri Schillio,,1880,Paris,,,,,,,,France,,,,,architecture,,,,
98344,Georges Vaudoyer,"{candidats : [('Q21030070', 84.8235294118)]}",1877,Paris,1947,,Artiste,,,,,France,,,,,architecture,,,,
98398,Théodore Soret,,,,,,,,,,,France,,,,,architecture,,,,
99077,Alexis Varin,,,,,,,,,,,France,,,,,architecture,,,,
99108,Edouard Veïs,,1880,Epernay,,,,,,,,France,,,,,architecture,,,,
99110,A. Veissière,"{candidats : [('Q550270', 63.3333333333), ('Q55621891', 63.3333333333), ('Q127275000', 60.5555555556), ('Q118399333', 48.8888888889), ('Q118426558', 48.8888888889), ('Q118442165', 48.8888888889), ('Q131578616', 48.8888888889), ('Q131629288', 48.8888888889), ('Q131862780', 48.8888888889), ('Q118435563', 47.2222222222), ('Q125567955', 46.1111111111), ('Q129193269', 45.0), ('Q872053', 43.8888888889), ('Q118342580', 43.8888888889), ('Q118406619', 43.8888888889), ('Q118433954', 43.8888888889), ('Q131578377', 43.8888888889), ('Q131653788', 43.8888888889), ('Q131700652', 43.8888888889), ('Q131862795', 43.8888888889), ('Q121596653', 42.7777777778), ('Q131564179', 42.7777777778), ('Q131574993', 42.7777777778), ('Q118411997', 42.2222222222), ('Q131572600', 42.2222222222)]}",,,,,,,,,,France,,,,,architecture,,,,
99146,Joseph Verlyck,,,,,,,,,,,France,,,,,architecture,,,,
99161,F. de Verneuil,,,,,,,,,,,France,,,,,architecture,,,,
99162,Vernhettes,"{candidats : [('Q16027290', 62.2222222222), ('Q65605332', 61.6666666667), ('Q16027289', 60.5555555556), ('Q20890215', 54.4444444444), ('Q106863885', 47.2222222222), ('Q130068065', 46.1111111111), ('Q133739092', 46.1111111111), ('Q90001632', 38.3333333333), ('Q76926809', 37.2222222222)]}",,,,,,,,,,France,,,,,architecture,,,,
99170,Paul Verolles,,1808,Caen,1856,,,,,,,France,,,,,architecture,,,,
99213,Stephen Wirts,,,,,,,,,,,France,,,,,architecture,,,,
99228,Georges Vigneau,,,,,,,,,,,France,,,,,architecture,,,,
99237,Louis Victor Amédée Vigreux,,,,,,,,,,,France,,,,,architecture,,,,
99246,Auguste Henri Vildieu,"{candidats : [('Q4821056', 86.6666666667)]}",1847,Paris,1926,,,,,,,France,,,,,architecture,,,,
99345,A. Wagrest,,,,,,,,,,,France,,,,,architecture,,,,
99355,Aloys Walter,"{candidats : [('Q79785135', 76.4705882353), ('Q53444', 26.2352941176), ('Q131696883', 25.2941176471)]}",1869,Rosheim,1926,Strasbourg,,,,,,France,,,,,architecture,,,,
98531,Henri Louis Frédéric Sureau,,,,,,,,,,,France,,,,,architecture,,,,
98556,André Tanquerel,,1869,Paris,,,,,,,,France,,,,,architecture,,,,
99452,Wersing,"{candidats : [('Q102361347', 37.2222222222), ('Q133381926', 26.1111111111)]}",,,,,,,,,,France,,,,,architecture,,,,
99453,L. Wetterwald,,,,,,,,,,,France,,,,,architecture,,,,
99454,Emil Wetzke,,,,,,,,,,,France,,,,,architecture,,,,
99455,J. Weyer,"{candidats : [('Q15962370', 70.4444444444), ('Q92689427', 43.3333333333), ('Q75311749', 38.2222222222), ('Q102300121', 37.2222222222), ('Q111229521', 35.8888888889), ('Q85544391', 35.5555555556)]}",,,,,,,,,,France,,,,,architecture,,,,
99458,Édouard-Charles Weyland,"{candidats : [('Q20851290', 86.6666666667)]}",1839,Paris,1892,,,,,,,France,,,,,architecture,,,,
99521,Antoine Zeiller,,1810,Paris,1861,,,,,,,France,,,,,architecture,,,,
98607,Eug. Telliez,,,,,,,,,,,France,,,,,architecture,,,,
98647,Alphonse Thellier,,1836,,,,,,,,,France,,,,,architecture,,,,
98723,C. Thierstein,,,,,,,,,,,France,,,,,architecture,,,,
99529,Edouard Zublin,,1850,,1911,,,,,,,France,,,,,architecture,,,,
99611,F. Lougly,"{candidats : [('Q133468008', 24.8888888889)]}",,,,,,,,,,France,,,,,architecture,,,,
99737,Jules André Faucon,"{candidats : [('Q131680707', 53.8461538462)]}",1870,Lyon,,,,,,,,France,,,,,peinture,,,,
98746,Thomine,"{candidats : [('Q42338526', 75.3333333333), ('Q42764782', 61.1111111111), ('Q64734547', 61.1111111111), ('Q65603589', 59.4444444444), ('Q63764922', 56.1111111111), ('Q2960316', 50.0), ('Q20874052', 50.0), ('Q93241829', 48.8888888889), ('Q3271349', 48.3333333333), ('Q3387102', 46.6666666667), ('Q3387103', 46.6666666667), ('Q120604462', 46.1111111111), ('Q30019117', 41.1111111111), ('Q28479426', 39.5555555556), ('Q99586008', 38.8888888889), ('Q89416515', 37.7777777778), ('Q131318466', 37.7777777778), ('Q102415324', 37.2222222222), ('Q24568580', 35.6666666667), ('Q131726809', 35.5555555556), ('Q131218633', 33.8888888889), ('Q42608166', 32.2222222222), ('Q131353618', 32.2222222222), ('Q133740790', 28.8888888889), ('Q132322174', 27.7777777778)]}",,,,,,,,,,France,,,,,architecture,,,,
98766,Xavier Thoubillon,,,,,,,,,,,France,,,,,architecture,,,,
98813,Tissier-Grandpierre,,,,,,,,,,,France,,,,,architecture,,,,
98823,Abel Tommy-Martin,,,,,,,,,,,France,,,,,architecture,,,,
98838,Guillaume Philippe Touchy,,1831,Nantes,,,,,,,,France,,,,,architecture,,,,
98888,Albert Tournaire,"{candidats : [('Q2831588', 86.6666666667)]}",1862,Nice,1958,,,,,,,France,,,,,architecture,,,,
99789,Baricius,,,,,,,,,,,Allemagne,,,,,architecture,,,,
99794,Erich Basarke,"{candidats : [('Q110217', 67.0666666667)]}",1878,Graudenz,,,,,,,,Allemagne,Pologne,,,,architecture,,,,
99885,Wilhelm Bertsch,"{candidats : [('Q15854446', 88.2352941176), ('Q98643797', 13.5294117647), ('Q98644130', 13.5294117647), ('Q98643828', 11.1764705882)]}",1865,Munich,1916,Munich,,,,,,Allemagne,,,,,architecture,,,,
98889,Jacques Emile Tournant,,,,,,,,,,,France,,,,,architecture,,,,
98897,Paul Tournon,"{candidats : [('Q3372314', 86.6666666667), ('Q57202000', 26.6666666667)]}",1881,Marseille,1964,,,,,,,France,,,,,architecture,,,,
98908,H. Touzard,,,,,,,,,,,France,,,,,architecture,,,,
98912,Charles Touzet,"{candidats : [('Q50364394', 62.0), ('Q55596295', 61.5384615385), ('Q118074799', 24.6153846154)]}",1874,Beaumont,,,,,,,,France,,,,,architecture,,,,
98914,Robert Touzin,"{candidats : [('Q27589826', 84.6153846154)]}",1883,Bordeaux,,,,,,,,France,,,,,architecture,,,,
98962,Lucien Tropey-Bailly,"{candidats : [('Q26226765', 86.6666666667)]}",1846,Paris,1920,,,,,,,France,,,,,architecture,,,,
98990,Justin Tussau,,1864,Alger,,,,,,,,France,,,,,architecture,,,,
98991,Tusseau,"{candidats : [('Q1373660', 77.7777777778), ('Q98252029', 61.1111111111), ('Q46726178', 57.7777777778), ('Q33102505', 54.4444444444), ('Q33112160', 43.3333333333)]}",,,,,,,,,,France,,,,,architecture,,,,
100032,W. Cordes,"{candidats : [('Q106685573', 56.2222222222), ('Q47115774', 49.4444444444), ('Q106571562', 47.4444444444), ('Q265293', 43.0), ('Q5237303', 40.2222222222), ('Q6198704', 38.8888888889)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100077,Karl Culmann,"{candidats : [('Q123767', 74.4210526316), ('Q104424211', 25.3157894737)]}",1821,Bergzabern,1881,Riesbach,,,,,,Allemagne,Suisse,,,,architecture,,,,
100079,Curjel & Moser,"{candidats : [('Q98384034', 55.5555555556)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100088,Walter David,"{candidats : [('Q1177079', 86.0), ('Q132171555', 80.7142857143), ('Q725689', 75.4285714286), ('Q59630629', 72.8571428571), ('Q5240812', 71.4285714286), ('Q13522541', 71.4285714286), ('Q43266211', 71.4285714286), ('Q56185438', 71.4285714286), ('Q59832332', 71.4285714286), ('Q59860741', 71.4285714286), ('Q75331926', 71.4285714286), ('Q75796040', 71.4285714286), ('Q90008969', 71.4285714286), ('Q94852787', 71.4285714286), ('Q94852918', 71.4285714286), ('Q95167524', 71.4285714286), ('Q97627997', 71.4285714286), ('Q24005345', 69.8571428571), ('Q67217507', 69.8571428571), ('Q99624173', 68.5714285714), ('Q21076220', 65.7142857143), ('Q3565744', 63.5714285714), ('Q21539100', 63.5714285714), ('Q75504104', 63.5714285714), ('Q75864840', 63.5714285714)]}",,,,,,,,,,,,,,,architecture,,,,
100121,O. Dürichen,,,,,,,,,,,Allemagne,,,,,architecture,,,,
100128,Gustav Eberhardt,,1805,Gotha,1880,,,,,,,Allemagne,,,,,architecture,,,,
100138,R. Eckmann,"{candidats : [('Q87929666', 35.5555555556)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
100157,Elkart,"{candidats : [('Q1730854', 61.6666666667), ('Q8774261', 51.1111111111), ('Q193312', 27.7777777778), ('Q327625', 27.7777777778), ('Q548520', 25.5555555556), ('Q3753746', 23.3333333333), ('Q2629532', 22.2222222222), ('Q21218940', 15.0)]}",,,,,,,,,,Allemagne,,,,,architecture,,,,
