ConstituentID,DisplayName,candidats_scores_wikidata,date_naissance,Lieu_naissance,date_mort,Lieu_mort,Roles 1,Roles 2,Roles 3,Roles 4,Roles 5,Nationalite 1,Nationalite 2,Nationalite 3,Nationalite 4,Nationalite 5,Domaines_activite 1,Domaines_activite 2,Domaines_activite 3,Domaines_activite 4,Domaines_activite 5
1375,Emile Avon,"{candidats : [('Q87408270', 86.6666666667), ('Q87702922', 52.8)]}",1841,Avignon,1914,,,,,,,France,,,,,peinture,,,,
1413,Babeur,"{candidats : [('Q380708', 76.2222222222)]}",,,,,,,,,,France,,,,,arts décoratifs,,,,
1423,Carl Becker,"{candidats : [('Q15731878', 88.2352941176), ('Q61901', 56.3529411765), ('Q4081369', 54.9411764706), ('Q93622845', 52.5882352941), ('Q1730446', 51.5294117647), ('Q85379', 49.4117647059), ('Q71278', 48.8235294118), ('Q5084513', 48.7058823529), ('Q317492', 46.5882352941), ('Q131768472', 46.2352941176), ('Q1658979', 45.2941176471), ('Q1730448', 44.8235294118), ('Q1477128', 44.1764705882), ('Q1730449', 43.5294117647), ('Q88695', 43.4117647059), ('Q1263853', 42.1176470588), ('Q87738574', 41.7647058824), ('Q94931603', 41.2941176471), ('Q42349306', 38.5882352941), ('Q94908763', 36.7058823529), ('Q131351381', 36.1176470588), ('Q95251113', 35.2941176471), ('Q102193288', 34.8235294118), ('Q87717185', 33.5294117647), ('Q94897553', 33.5294117647)]}",1862,Hameln,1926,Hambourg,,,,,,Allemagne,,,,,peinture,,,,
1430,Bacchelli,"{candidats : [('Q20735044', 77.7777777778), ('Q798020', 69.3333333333), ('Q2696591', 62.2222222222), ('Q110304838', 62.2222222222), ('Q106595830', 60.5555555556), ('Q650303', 59.4444444444), ('Q91018216', 56.7777777778), ('Q63871811', 55.6666666667), ('Q59511225', 50.0), ('Q89818828', 41.6666666667), ('Q125221658', 40.0), ('Q133702865', 38.3333333333), ('Q182128', 37.6666666667), ('Q112759384', 21.1111111111), ('Q1247917', 19.4444444444), ('Q55228612', 17.7777777778), ('Q55228448', 17.2222222222), ('Q110163494', 17.2222222222), ('Q21236326', 15.0), ('Q87345340', 13.8888888889), ('Q16527540', 13.3333333333), ('Q19723817', 12.7777777778), ('Q88160766', 12.7777777778), ('Q3081125', 12.2222222222), ('Q113622503', 12.2222222222)]}",,,,,,,,,,Italie,,,,,sculpture,,,,
1448,Louis Bachelet,"{candidats : [('Q122975057', 81.8181818182), ('Q2430526', 59.9090909091), ('Q124617262', 58.4545454545), ('Q3260998', 56.7272727273)]}",,,,,orfèvre,,,,,France,,,,,arts décoratifs,,,,
1451,Claude Bachelut,"{candidats : [('Q110017491', 64.7058823529)]}",1824,Lyon,1893,Marcy-l'Etoile,,,,,,France,,,,,peinture,,,,
1462,Giovan Battista Bacigalupo,,1836,Gênes,,,,,,,,Italie,,,,,sculpture,,,,
1463,Jean-Antoine Bacilieri,,,,,,,,,,,France,,,,,architecture,,,,
1479,Daniel-Joseph Bacqué,"{candidats : [('Q3013608', 85.0588235294), ('Q33112375', 43.8235294118), ('Q2949528', 34.8235294118), ('Q96132945', 24.7058823529)]}",1874,Viame,1947,Paris,,,,,,France,,,,,sculpture,,,,
1522,Alphonse Bagino,,,,,,,,,,,France,,,,,peinture,,,,
1523,Leoncio Baglietto,"{candidats : [('Q48773246', 52.9411764706)]}",1829,Murcie,1892,Murcie,,,,,,Espagne,,,,,sculpture,,,,
1551,Emile Baillet,,1823,Paris,,,,,,,,France,,,,,architecture,,,,
1552,Ernest Baillet,"{candidats : [('Q52155420', 78.9473684211), ('Q50625060', 29.0), ('Q2270834', 24.8947368421)]}",1853,Brest,1902,Porte-Joie,,,,,,France,,,,,peinture,arts décoratifs,,,
1571,Emile Jean Bailly,,,,,,,,,,,France,,,,,arts décoratifs,,,,
1553,Camille de Baillieu d'Avrincourt,,1824-01-06,Lille,1862-10-08,Lille,,,,,,France,,,,,photographie,,,,
1567,Charles Bailly,"{candidats : [('Q26248371', 56.2941176471), ('Q2959175', 46.7058823529), ('Q55901045', 45.8823529412), ('Q115760788', 45.8823529412), ('Q27767447', 45.0588235294), ('Q3184744', 44.2352941176), ('Q56007152', 43.9411764706), ('Q2958463', 43.5294117647), ('Q28109076', 40.2352941176), ('Q13570089', 39.8823529412), ('Q42932268', 39.2941176471), ('Q105494482', 39.1764705882), ('Q99540939', 36.4705882353), ('Q123779161', 35.2941176471), ('Q2958037', 30.0), ('Q5075371', 29.4117647059), ('Q130869521', 29.4117647059), ('Q2936412', 28.0588235294)]}",1830,Vic,1900,Nancy,,,,,,France,,,,,architecture,,,,
1591,J.-B. Bainlon,,,,,,,,,,,France,,,,,arts décoratifs,,,,
1605,Eugène Paul Bako,,,,,,,,,,,France,,,,,arts décoratifs,,,,
1596,Otto Baisch,"{candidats : [('Q1524936', 81.4117647059)]}",1840,Dresde,1892,Stuttgart,,,,,,Allemagne,,,,,peinture,,,,
1607,Léon Bakst,"{candidats : [('Q214666', 61.04)]}",1866,Grodno,1924,Paris,Artiste,Artiste,,,,France,Russie,,,,arts décoratifs,peinture,,,
1647,Caroline Peddle Ball,"{candidats : [('Q19878937', 79.6)]}",1869,Terre Haute,,,,,,,,Etats-Unis,,,,,sculpture,arts décoratifs,,,
1678,Albert Ballu,"{candidats : [('Q2830939', 72.0952380952)]}",1849,Paris,1939,Paris,Artiste,,,,,France,,,,,architecture,photographie,,,
1684,Pierre Ernest Ballue,"{candidats : [('Q18214039', 84.7058823529)]}",1855,La Haye-Descartes,1928,,Artiste,,,,,France,,,,,peinture,,,,
1750,Marie Louise Bar,"{candidats : [('Q130218057', 37.9333333333), ('Q109987049', 31.3333333333), ('Q76208092', 30.3333333333), ('Q132909426', 30.3333333333), ('Q126370614', 29.6666666667), ('Q126962092', 29.6666666667), ('Q95713444', 28.6666666667), ('Q96317592', 28.6666666667), ('Q125191350', 28.6666666667), ('Q130334234', 23.6666666667), ('Q75378258', 19.6666666667)]}",1892,Thiais,1986,,,,,,,France,,,,,sculpture,,,,
1754,Richard Barabandy,"{candidats : [('Q55794535', 65.8461538462)]}",1849,Milan,,,,,,,,France,,,,,peinture,,,,
1764,Marie Baralle,,,,,,,,,,,France,,,,,arts décoratifs,,,,
1769,Émile Barau,"{candidats : [('Q3588322', 71.3043478261)]}",1851,Reims,1930,Neuilly-sur-Seine,Artiste,,,,,France,,,,,arts décoratifs,sculpture,peinture,,
1779,Ernest Barbary,,1856,Ivry-sur-Seine,,,,,,,,France,,,,,architecture,,,,
1783,Mme Marthe Barbaud-Koch,,1862,Lyon,,,,,,,,France,,,,,peinture,,,,
1789,Barbel,"{candidats : [('Q1210514', 61.6666666667), ('Q1019031', 60.1111111111), ('Q5124992', 56.6666666667), ('Q1019016', 56.5555555556), ('Q1019024', 56.3333333333), ('Q123504', 54.3333333333), ('Q1019043', 54.3333333333), ('Q96474863', 54.3333333333), ('Q97835', 52.1111111111), ('Q272871', 52.1111111111), ('Q1019017', 52.1111111111), ('Q27811387', 52.1111111111), ('Q65428870', 52.1111111111), ('Q65487250', 52.1111111111), ('Q4993642', 51.1111111111), ('Q64172', 49.8888888889), ('Q163914', 49.8888888889), ('Q1019028', 49.8888888889), ('Q1019029', 49.8888888889), ('Q1019035', 49.8888888889), ('Q1019052', 49.8888888889), ('Q17521801', 49.8888888889), ('Q27613068', 49.8888888889), ('Q65927247', 49.8888888889), ('Q1019023', 48.2222222222)]}",,,,,,,,,,France,,,,,sculpture,,,,
1716,Fritz Bamberger,"{candidats : [('Q188169', 80.3529411765), ('Q108553', 59.1764705882), ('Q104218817', 35.2941176471), ('Q104218818', 35.2941176471), ('Q104218819', 34.7058823529)]}",1814,Neuenhain,1873,Neuenhain,,,,,,Allemagne,,,,,peinture,,,,
1719,major H. Ban,"{candidats : [('Q5586', 51.2222222222)]}",,,,,,,,,,France,,,,,photographie,,,,
1723,Eugenie Bandell,"{candidats : [('Q44280638', 76.4705882353)]}",1863,Francfort-sur-le-Main,1918,Francfort-sur-le-Main,,,,,,Allemagne,,,,,peinture,,,,
1816,Marie Simon Augustin Barbichon,,,,,,,,,,,France,,,,,arts décoratifs,,,,
1883,Barien,"{candidats : [('Q268091', 51.1111111111), ('Q17636683', 47.7777777778), ('Q95726906', 35.0)]}",,,,,,,,,,France,,,,,sculpture,,,,
1792,William Barber,"{candidats : [('Q16063442', 75.5294117647), ('Q109614535', 47.8235294118), ('Q8005031', 44.4705882353), ('Q8005032', 44.1176470588), ('Q8005028', 43.8823529412), ('Q183196', 41.1176470588), ('Q8008191', 40.8823529412), ('Q17402946', 40.0), ('Q8019600', 38.7058823529), ('Q8007425', 37.5882352941), ('Q28924300', 37.0588235294), ('Q65081167', 36.8235294118), ('Q323103', 36.7058823529), ('Q5902631', 36.1176470588), ('Q7478662', 36.1176470588), ('Q7529484', 36.1176470588), ('Q21061770', 36.1176470588), ('Q75421580', 36.1176470588), ('Q8012117', 36.0), ('Q7491291', 35.5294117647), ('Q22007287', 35.3529411765), ('Q100520196', 34.8235294118), ('Q106562285', 34.5882352941), ('Q3430499', 33.5294117647), ('Q16213366', 32.2352941176)]}",1807,Londres,1879,Philadelphie,,,,,,France,,,,,sculpture,,,,
1793,Enrico Barberi,"{candidats : [('Q7002191', 86.2352941176), ('Q114336705', 31.9411764706), ('Q124646311', 27.8823529412), ('Q130312687', 17.7647058824)]}",1850,Bologne,1941,Bologne,,,,,,Italie,,,,,sculpture,,,,
1818,André Barbier,"{candidats : [('Q26836986', 79.1578947368), ('Q536721', 56.5263157895), ('Q2847198', 54.6315789474), ('Q56187344', 37.7894736842), ('Q115238617', 32.3157894737), ('Q21554333', 31.3157894737), ('Q110880441', 30.5263157895), ('Q116749662', 26.3157894737), ('Q112920476', 21.3157894737)]}",1883,Arras,1970,Paris,Artiste,,,,,France,,,,,peinture,,,,
1870,Barelier,"{candidats : [('Q2847206', 77.7777777778), ('Q213026', 47.7777777778), ('Q2884440', 44.4444444444), ('Q1469707', 37.5555555556), ('Q107354111', 37.2222222222), ('Q4860413', 33.3333333333), ('Q4860417', 33.3333333333), ('Q17749899', 33.3333333333), ('Q4860414', 27.7777777778), ('Q104431809', 27.7777777778), ('Q117415315', 24.4444444444), ('Q73995358', 21.1111111111), ('Q73765990', 15.5555555556)]}",,,,,,,,,,France,,,,,sculpture,,,,
1886,Paul-Amédée Barigny,,1864,Meaux,1904,,,,,,,France,,,,,architecture,,,,
1908,Clarissa Barker,,,,,,,,,,,Royaume-Uni,,,,,sculpture,,,,
1914,Arthur Barlow,"{candidats : [('Q1148555', 46.5384615385), ('Q51883423', 46.1538461538), ('Q65913641', 45.7692307692), ('Q12792475', 44.6153846154), ('Q4797916', 43.0769230769), ('Q19871106', 38.4615384615), ('Q75533877', 38.4615384615), ('Q76370952', 38.4615384615), ('Q76370993', 38.4615384615), ('Q75338203', 32.3076923077), ('Q76371003', 31.1538461538), ('Q108874024', 16.9230769231)]}",1846,,1879,,,,,,,Royaume-Uni,,,,,arts décoratifs,,,,
1971,Eugenio Baroni,"{candidats : [('Q3059599', 84.5882352941), ('Q5850435', 29.4117647059)]}",1880,Tarante,1935,Gênes,,,,,,Italie,,,,,sculpture,,,,
1890,Maurice-Fernand Baril,,1865,Paris,,,,,,,,France,,,,,architecture,,,,
1897,Jean-Pierre Barillet-Deschamps,"{candidats : [('Q201941', 88.2352941176)]}",1824-06-07,Saint-Antoine-du-Rocher,1873-09-12,Vichy,,,,,,France,,,,,architecture,,,,
1920,de Barly,"{candidats : [('Q125307802', 62.7777777778), ('Q4861243', 43.1111111111), ('Q45698', 42.7777777778), ('Q323536', 42.7777777778), ('Q259896', 42.3333333333), ('Q118828186', 40.5555555556), ('Q118838516', 40.5555555556), ('Q185721', 37.2222222222), ('Q1645028', 35.0), ('Q115276', 34.4444444444), ('Q737925', 34.4444444444), ('Q745399', 33.3333333333), ('Q667178', 31.6666666667), ('Q328309', 29.4444444444), ('Q1124657', 28.8888888889), ('Q413568', 27.7777777778), ('Q1672375', 26.6666666667), ('Q209093', 26.1111111111), ('Q700574', 23.3333333333), ('Q94581963', 11.6666666667), ('Q95170368', 11.1111111111)]}",,,,,,,,,,France,,,,,sculpture,,,,
1924,George Grey Barnard,"{candidats : [('Q339164', 89.8947368421)]}",1863,Bellefonte,1938,New York,Artiste,,,,,Etats-Unis,,,,,sculpture,,,,
1947,Charles Baron,"{candidats : [('Q2958476', 84.6153846154), ('Q2958475', 60.3076923077), ('Q2375473', 57.3846153846), ('Q79223990', 53.8461538462), ('Q111020550', 53.8461538462), ('Q5084026', 52.1538461538), ('Q2659116', 50.6923076923), ('Q337720', 50.6153846154), ('Q29608', 49.6923076923), ('Q3130816', 47.3846153846), ('Q107432', 43.6153846154), ('Q15975', 40.9230769231), ('Q124788212', 40.3846153846), ('Q11735776', 39.0769230769), ('Q5075434', 38.4615384615), ('Q55523805', 38.4615384615), ('Q335903', 38.3846153846), ('Q5077009', 38.3076923077), ('Q10567452', 37.6153846154), ('Q5345194', 37.2307692308), ('Q105612158', 37.2307692308), ('Q5077387', 36.0769230769), ('Q5543049', 36.0769230769), ('Q5084002', 34.6153846154), ('Q6775137', 34.5384615385)]}",1836,Marseille,,,,,,,,France,,,,,architecture,,,,
2068,Ferdinand Barth,"{candidats : [('Q1405100', 89.0588235294), ('Q1405354', 52.9411764706), ('Q17321628', 51.0588235294), ('Q92371', 46.4117647059), ('Q95225944', 33.4117647059)]}",1842,Garmisch Partenkirchen,1892,Garmisch Partenkirchen,,,,,,Allemagne,,,,,peinture,,,,
2072,Xavier Barthe,"{candidats : [('Q87614122', 39.5454545455)]}",,,1908,,,,,,,France,,,,,sculpture,,,,
1990,Barrata,"{candidats : [('Q18428747', 55.5555555556), ('Q3107018', 33.8888888889), ('Q109373993', 22.7777777778)]}",,,,,,,,,,Espagne,,,,,sculpture,,,,
2081,Edward-Sheffield Bartholomew,"{candidats : [('Q5345296', 64.7058823529)]}",1822,Colchester,1858,Naples,,,,,,Etats-Unis,,,,,sculpture,,,,
2102,W. Barton Benson,,,,,,,,,,,Etats-Unis,,,,,arts décoratifs,,,,
2105,Henri Victor Bartrim,,1869,Paris,1939,,,,,,,France,,,,,peinture,arts décoratifs,,,
2118,Antoine-Louis Barye,"{candidats : [('Q451489', 51.8064516129)]}",1795,Paris,1875,Paris,sculpteur,Artiste,,,,France,France,France,France,,arts décoratifs,sculpture,peinture,,
2124,Ludovic Baschet,"{candidats : [('Q20089473', 70.96), ('Q21009348', 5.4)]}",1834,Paris,1909,Paris,éditeur,Artiste,,,,France,France,,,,photographie,peinture,,,
2096,E. Bartlet,"{candidats : [('Q1291661', 62.3333333333), ('Q471927', 61.5555555556), ('Q174979', 52.2222222222)]}",,,,,,,,,,Autriche,,,,,sculpture,,,,
2145,Mlle Cécile Bassard,,,,,,,,,,,France,,,,,peinture,,,,
2160,Georges Bastard,"{candidats : [('Q3102245', 83.1764705882), ('Q41559772', 47.0588235294), ('Q76200526', 17.9411764706)]}",1881,Andeville,1939,,Artiste,,,,,France,,,,,arts décoratifs,,,,
2167,Victor Bastes,,,,,,,,,,,Portugal,,,,,sculpture,,,,
2186,Jules Bastien-Lepage,"{candidats : [('Q541859', 81.2380952381)]}",1848,Damvillers,1884,Paris,Artiste,,,,,France,,,,,peinture,sculpture,,,
2188,Ernest Bastin,"{candidats : [('Q100989155', 38.4615384615), ('Q22017278', 36.5384615385)]}",1870,Cerfontaine,,,,,,,,Belgique,,,,,sculpture,,,,
2192,Jean Baptiste Augustin Bastière,,1792,Bordeaux,,,,,,,,France,,,,,architecture,,,,
2199,Ernest A. Batchelder,"{candidats : [('Q12053105', 86.6666666667)]}",1875,Nashua,1957,,,,,,,Etats-Unis,,,,,arts décoratifs,,,,
2218,Michele Battaglia,"{candidats : [('Q15731683', 74.0), ('Q979862', 69.7777777778), ('Q58146608', 55.5555555556), ('Q116753936', 55.5555555556), ('Q102250649', 42.8888888889), ('Q124298424', 25.0)]}",,,,,,,,,,Italie,,,,,sculpture,,,,
2219,César Battaille,"{candidats : [('Q1926765', 77.7777777778)]}",,,,,,,,,,Belgique,,,,,sculpture,,,,
2214,Ernest Baton,,1839,Vitré,1916,,,,,,,France,,,,,sculpture,,,,
2290,Marcel-Amédée Baudot,,1870,Paris,,,,,,,,France,,,,,architecture,,,,
2292,Eugène Baudouin,"{candidats : [('Q84550713', 88.2352941176), ('Q3059713', 49.8823529412), ('Q116007416', 39.4705882353), ('Q35242084', 37.8235294118), ('Q468968', 29.4705882353)]}",1842,Montpellier,1893,Paris,,,,,,France,,,,,peinture,,,,
2302,Baudrier-Foucault,,,,,,,,,,,France,,,,,arts décoratifs,,,,
2260,Baudelet,"{candidats : [('Q65565518', 62.7777777778), ('Q3440315', 61.1111111111), ('Q59258639', 61.1111111111), ('Q24578863', 48.8888888889), ('Q1818293', 45.3333333333), ('Q115855356', 40.5555555556), ('Q89980806', 38.8888888889), ('Q118993533', 38.8888888889), ('Q134282230', 38.8888888889), ('Q62559554', 37.2222222222), ('Q91200629', 35.5555555556), ('Q115854732', 35.5555555556), ('Q132091762', 34.4444444444), ('Q93226774', 30.5555555556), ('Q131787982', 24.4444444444)]}",,,,,,,,,,France,,,,,sculpture,,,,
2379,Charles-Martial Baury,"{candidats : [('Q97958865', 80.7058823529)]}",1827,Paris,1879,Paris,,,,,,France,,,,,sculpture,,,,
2389,Bausson,"{candidats : [('Q55723776', 52.2222222222)]}",,,,,,,,,,France,,,,,architecture,,,,
2402,Bavarius,"{candidats : [('Q116621181', 50.0)]}",,,,,,,,,,,,,,,sculpture,,,,
2405,Baxter & Co.,"{candidats : [('Q1386650', 66.6666666667), ('Q795276', 63.3333333333), ('Q21460805', 59.4444444444), ('Q439681', 59.2222222222), ('Q4873841', 43.3333333333), ('Q115913322', 43.3333333333), ('Q29051817', 41.6666666667), ('Q4967045', 36.7777777778), ('Q2076262', 35.0), ('Q4883112', 31.1111111111)]}",,,,,,,,,,Royaume-Uni,,,,,arts décoratifs,,,,
2369,Amand Louis Bauqué,"{candidats : [('Q16739378', 80.8)]}",1851,Paris,1903,,,,,,,France,,,,,architecture,,,,
2372,Karl Albert von Baur,"{candidats : [('Q24231885', 84.7058823529)]}",1851,Munich,1907,Unterammergau,,,,,,Allemagne,,,,,peinture,,,,
2430,Fritz Bayerlein,"{candidats : [('Q37354575', 86.6666666667), ('Q60973', 53.7333333333), ('Q15454059', 52.8)]}",1872,Bamberg,1955,,,,,,,Allemagne,,,,,peinture,,,,
2440,Baylis & Co.,"{candidats : [('Q66222798', 27.7777777778)]}",,,,,,,,,,Royaume-Uni,,,,,arts décoratifs,,,,
2514,Beaudoin,"{candidats : [('Q3276742', 77.7777777778), ('Q2644710', 64.0), ('Q76150514', 63.2222222222), ('Q3263668', 61.1111111111), ('Q3434531', 61.1111111111), ('Q4025361', 61.1111111111), ('Q65565844', 61.1111111111), ('Q33235944', 59.4444444444), ('Q3083917', 57.7777777778), ('Q2893144', 55.5555555556), ('Q7086757', 55.5555555556), ('Q88810880', 55.5555555556), ('Q105663876', 54.2222222222), ('Q377509', 53.3333333333), ('Q3298646', 53.3333333333), ('Q6755380', 53.3333333333), ('Q5300287', 52.0), ('Q6380862', 51.6666666667), ('Q55723759', 51.6666666667), ('Q79052471', 51.6666666667), ('Q80803235', 51.6666666667), ('Q91515308', 51.6666666667), ('Q515192', 50.0), ('Q3023007', 50.0), ('Q3080629', 50.0)]}",,,,,,,,,,France,,,,,sculpture,,,,
2390,François Baustert,"{candidats : [('Q125031481', 86.6666666667)]}",1825,Luxembourg,1905,,,,,,,France,,,,,architecture,,,,
2428,Julius Bayerle,"{candidats : [('Q50826653', 88.2352941176), ('Q1712489', 45.0)]}",1826,Düsseldorf,1873,Düsseldorf,,,,,,Allemagne,,,,,sculpture,,,,
2433,Frédéric Bayet-Biot,"{candidats : [('Q118210326', 77.7777777778)]}",,,,,,,,,,France,,,,,sculpture,,,,
2529,Eugène Beaufocher,,,,,,,,,,,France,,,,,arts décoratifs,,,,
2546,Adalbert de Beaumont,"{candidats : [('Q18003079', 86.3157894737)]}",1809,Paris,1869,Boulogne-Billancourt,Artiste,,,,,France,,,,,arts décoratifs,,,,
2587,Beaver,"{candidats : [('Q813491', 66.2222222222), ('Q482989', 55.5555555556), ('Q651547', 55.5555555556), ('Q1133320', 55.5555555556), ('Q2313950', 55.5555555556), ('Q2425637', 55.5555555556), ('Q2580708', 55.5555555556), ('Q3637336', 55.5555555556), ('Q4877976', 55.5555555556), ('Q4877979', 55.5555555556), ('Q4877982', 55.5555555556), ('Q27715544', 55.5555555556), ('Q155378', 53.8888888889), ('Q7231881', 51.1111111111), ('Q81856', 44.4444444444), ('Q16943939', 43.2222222222), ('Q109284', 41.6666666667), ('Q485047', 41.6666666667), ('Q494104', 41.6666666667), ('Q813475', 41.6666666667), ('Q1570610', 41.6666666667), ('Q2049048', 41.6666666667), ('Q813506', 39.4444444444), ('Q963096', 39.4444444444), ('Q2233290', 39.4444444444)]}",,,,,,,,,,Royaume-Uni,,,,,arts décoratifs,,,,
2487,Pietro Bearzi,"{candidats : [('Q115030604', 57.7333333333), ('Q88035024', 33.3333333333)]}",1809,Pordenone,1853,,,,,,,Italie,,,,,sculpture,,,,
2489,Adolphe Beau,"{candidats : [('Q81643074', 77.7777777778), ('Q2824771', 68.3333333333), ('Q104006117', 68.3333333333)]}",,,,,,,,,,France,,,,,photographie,,,,
2650,Konrad Beckmann,"{candidats : [('Q37019783', 88.2352941176), ('Q1673073', 63.5882352941), ('Q104870315', 31.7647058824)]}",1846,Hanovre,1902,Munich,,,,,,Allemagne,,,,,peinture,,,,
2655,A. Becourt,"{candidats : [('Q2929713', 71.1111111111), ('Q127275314', 54.4444444444), ('Q3171044', 52.2222222222), ('Q852339', 48.8888888889), ('Q64514876', 48.8888888889), ('Q15967481', 47.2222222222), ('Q56479776', 43.8888888889), ('Q18762391', 37.7777777778), ('Q1089857', 35.5555555556), ('Q43990336', 32.2222222222), ('Q118828236', 31.1111111111), ('Q118838535', 26.1111111111), ('Q18762394', 24.4444444444), ('Q131263296', 24.4444444444), ('Q104926718', 23.3333333333), ('Q132017074', 22.2222222222), ('Q92919360', 17.7777777778)]}",,,,,,,,,,France,,,,,sculpture,,,,
2623,August Becker,"{candidats : [('Q760890', 81.1764705882), ('Q90666', 53.8823529412), ('Q125032072', 52.9411764706), ('Q20742601', 49.6470588235), ('Q91098', 48.5882352941), ('Q63532985', 47.9411764706), ('Q15441090', 46.0), ('Q760885', 45.8823529412), ('Q94923311', 44.8235294118), ('Q112090', 43.0588235294), ('Q2086572', 41.5294117647), ('Q104220899', 39.1764705882), ('Q42313363', 36.0), ('Q17521400', 34.1176470588), ('Q95226264', 32.8235294118), ('Q55683092', 32.7647058824), ('Q95281106', 29.7647058824), ('Q56448058', 29.4117647059), ('Q99658880', 29.4117647059), ('Q110136501', 29.4117647059), ('Q110223287', 29.4117647059), ('Q117089482', 29.4117647059), ('Q127426789', 29.4117647059), ('Q132926162', 29.4117647059), ('Q94938813', 26.4705882353)]}",1822,Darmstadt,1887,Düsseldorf,,,,,,Allemagne,,,,,peinture,,,,
2637,Ludwig Hugo Becker,"{candidats : [('Q6699244', 81.1764705882), ('Q669572', 45.1176470588), ('Q653591', 44.2352941176), ('Q1634827', 43.4117647059), ('Q94850870', 41.1764705882), ('Q1357500', 39.2352941176), ('Q15435718', 37.9411764706), ('Q95182130', 34.1176470588), ('Q11863739', 30.0588235294), ('Q102210052', 29.4117647059), ('Q133029413', 29.4117647059), ('Q133475325', 29.4117647059), ('Q74577034', 23.2352941176), ('Q122150782', 20.8823529412), ('Q126937316', 17.3529411765)]}",1833,Wesel,1868,Düsseldorf,,,,,,Allemagne,,,,,peinture,,,,
